,UNIVERSIDAD,CARRERA,TITULO,RESUMEN,AUTOR(ES),AÑO,PDF
530,autonoma,contabilidad,"Sistema de costos por órdenes específicas y su relación en el costo de venta de la empresa JMG ascensores S.R.L, distrito de Villa El Salvador, año 2019","El presente trabajo de investigación se basó en el análisis del sistema de costos por órdenes específicas y su relación en el costo de venta de la empresa JMG Ascensores S.R.L., específicamente para sugerir un adecuado uso ...","Ayte Pachao, Lady Angela; Morales Tavara, Teresa Catalina",2020,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1046/Ayte%20Pachao%2c%20Lady%20Angela%3b%20Morales%20Tavara%2c%20Teresa%20Catalina.pdf
531,autonoma,contabilidad,Detracciones tributarias y su relación en el disponible económico de la empresa Tower and Mountain Environmental Consultant S.A.C. en el distrito de S.J.M. 2019,El objetivo de este estudio fue determinar la relación entre las detracciones tributarias y el disponible económico de la empresa Tower and Mountan Environmental Consultant SAC en el distrito de S.J.M. – 2019. Esta ...,"Aguilar Arenas, Luis Alberto; Garcés Mayurí, Angélica Isabel",2020,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1047/Aguilar%20Arenas%2c%20Luis%20Alberto%3b%20Garces%20Mayuri%2c%20Angelica%20Isabel.pdf
532,autonoma,contabilidad,Rendición de viáticos y su incidencia en el proceso contable en la empresa HLC Ingeniería Construcción S.A.C. Surco - 2019,"La presente investigación tiene por objetivo establecer la incidencia de la rendición de viáticos en el proceso contable de la empresa HLC Ingeniería Construcción S.A.C., a continuación, se presenta el desarrollo de la ...","Barzola Calderon, Mirella Brigitte; Ticsihua Camayo, Laura Rubi",2020,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1044/Barzola%20Calderon%2c%20Mirella%20Brigitte%3b%20Ticsihua%20Camayo%2c%20Laura%20Rubi.pdf
533,autonoma,contabilidad,"Planeamiento tributario y el rendimiento económico de la empresa Wjr Ingenieros S.A.C. en el distrito de Chorrillos, periodo 2019","La presente investigación titulada: Planeamiento tributario y el rendimiento económico de la Empresa WJR Ingenieros S.A.C. en el distrito de Chorrillos, periodo 2019. Tuvo como propósito medir la relación entre las variables ...","Rodríguez Tuanama, María Gracia",2020,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1059/Rodriguez%20Tuanama%2c%20Maria%20Gracia.pdf
534,autonoma,contabilidad,"Nic 8: políticas contables, cambios en las estimaciones contables y errores y su incidencia en la información revelada de los estados financieros de la empresa Resto Aliaga S.A.C., del distrito de Barranco, Lima 2019","La presente investigación se desarrolló con el fin de medir la relación e incidencia de la NIC 8: Politicas contables, cambios en las estimaciones contables y errores en los estados financieros de la empresa Resto Aliaga ...","Curo Huaquepaco, Aracely Shirley; Vilca Espinoza, Ibeth Clarita",2020,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1053/Curo%20Huaquepaco%2c%20Aracely%20Shirley%3b%20Vilca%20Espinoza%2c%20Ibeth%20Clarita.pdf
535,autonoma,contabilidad,La gestión de cuentas por cobrar y su relación con la liquidez de la empresa industrial de PVC S.A.C. en el distrito de Lurín - 2020,"El objetivo general de la presente investigación fue determinar la relación que existe entre la gestión de cuentas por cobrar y la liquidez de la empresa Industrial de PVC S.A.C. en el distrito de Lurín - 2020. Asimismo, ...","Castro Carrillo, Sheyla Yassell; Caycho Taboada, Ruddy Joana;",2020,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1051/Castro%20Carrillo%2c%20Sheyla%20Yassell%3b%20Caycho%20Taboada%2c%20Ruddy%20Joana.pdf
536,autonoma,contabilidad,El sistema de detracciones y su influencia en el cumplimiento de las obligaciones tributarias de la empresa servicios generales Montes Jireh S.A.C. del distrito San Juan de Miraflores en el año 2019,"La presente tesis se desarrolló bajo el problema general establecido como ""¿De qué manera el sistema de detracciones influye en el cumplimiento de las obligaciones tributarias de la empresa Servicios Generales Montes Jireh ...","Lujan Cubas, Yanina Estefany",2020,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1050/Lujan%20Cubas%2c%20Yanina%20Estefany.pdf
537,autonoma,contabilidad,Los gastos de viáticos y su relación con el impuesto a la renta de una empresa de servicios del distrito de Barranco del año 2019,El objetivo de la presente investigación fue determinar la relación que existe entre los gastos de viáticos y el Impuesto a la Renta de una empresa de servicios ubicada del distrito de Barranco en el año 2019. El tipo de ...,"Vilchez Perea, Frank Alejandro",2021,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1139/Vilchez%20Perea%2c%20Frank%20Alejandro.pdf
538,autonoma,contabilidad,Capital de trabajo y su relación con la información financiera en una empresa de telecomunicaciones en el distrito de Santiago de Surco - año 2019,"Actualmente, se ha visto que empresas de diversos rubros han mostrado un bajo desarrollo económico en sus negocios y el motivo de este ha sido generalmente falta de un buen manejo en el control del capital de trabajo y la ...","Bellido Milla, Lorena Sintia; Mantilla Mendez, Valeria Maura",2021,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1140/Bellido%20Milla%2c%20Lorena%20Sintia%3b%20Mantilla%20Mendez%2c%20Valeria%20Maura.pdf
539,autonoma,contabilidad,"Los gastos no deducibles y su relación en los resultados financieros de la empresa Aurandina S.A.C. del distrito de Santiago de Surco, Lima - periodo 2019","La presente investigación se desarrolló con el objetivo establecer la relación existente entre los gastos no deducibles y los resultados financieros de la empresa Aurandina S.A.C. en el distrito de Surco en el año 2019, ...","Gallegos Cruz, Nicole Kimberly; Layme Charccahuana, Carolina",2021,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1142/Gallegos%20Cruz%2c%20Nicole%3b%20Layme%20Charccahuana%2c%20Carolina.pdf
540,autonoma,contabilidad,"Las liquidaciones de compra y su relación en la determinación del impuesto a la renta de la empresa Errkym S.A.C. Lurín, Perú - periodo 2019","La presente investigación se desarrolló con el objetivo de determinar la relación que existe entre las liquidaciones de compra y la determinación del Impuesto a la Renta en la empresa Errkym S.A.C. durante el periodo 2019, ...","Velasquez Avendaño, Karina Flor",2021,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1143/Velasquez%20Avendano%2c%20Karina%20Flor.pdf
541,autonoma,contabilidad,El sistema contable del área de compras y las cuentas por pagar de una clínica del distrito de Miraflores - 2020,"El objetivo de esta investigación fue determinar la relación entre el sistema contable del área de compras y las cuentas por pagar en una clínica en el distrito de Miraflores. El tipo de investigación fue correlacional, ...","Riojas Baquerizo, Adriana Lizette; Huisarayme Luque, Favio Anthony",2021,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1529/Riojas%2c%20Adriana%20y%20Huisarayme%2c%20Favio.pdf
542,autonoma,contabilidad,Sistema de costos basado en actividades ABC y su relación en los costos de producción de la Empresa Agricultora Hatun Pacha S.A.C. en el Departamento de Junín - 2018,El presente trabajo tuvo como objetivo demostrar la relación existente entre el sistema de costeo ABC y el costo de producción para determinar de forma correcta el precio del producto dentro de la empresa agricultora Hatun ...,"Quispe Villagaray, Paola Liset; Villagaray Zacarias, Estefania Rosario",2020,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/956/Quispe%20Villagaray%20Paola%3b%20Villagaray%20Zacarias%20Estefania.pdf
543,autonoma,contabilidad,"El leasing financiero y su relación con la depreciación acelerada en la empresa Tradimacoba S.A.C. en el distrito de San Juan de Lurigancho – Lima, 2019","La investigación denominada “El leasing financiero y su relación con la depreciación acelerada en la empresa Tradimacoba S.A.C. en el distrito de San Juan de Lurigancho – Lima, 2019.”, llevo como objetivo general el ...","Avila Angulo, Luis Aurelio; Anchante Bautista, Maryorie Sue",2021,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1377/Avila%20Angulo%2c%20Luis%20Aurelio%20y%20Anchante%20Bautista%2c%20Maryorie%20Sue.pdf
544,autonoma,contabilidad,El manejo documentario y la recuperación del saldo a favor del exportador de la empresa exportaciones e importaciones Natura S.R.L. en el distrito de Villa María del Triunfo - 2019,"La devolución del saldo a favor se ha convertido en un beneficio tributario que pueden aprovechar las empresas exportadoras, sin embargo, por el inadecuado manejo de la documentación, no pueden acceder a la devolución de ...","Asorza Romaní, Nadia Berna",2020,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1056/Asorza%20Romani%2c%20Nadia%20Berna.pdf
545,autonoma,contabilidad,Los costos de producción y su relación con el precio de venta en la empresa exportadora Organia SAC distrito de Santiago de Surco periodo - 2018,"El trabajo de investigación se desarrolló teniendo como objetivo general, evaluar la relación que existe entre los costos de producción con el precio de venta en la empresa exportadora Organia S.A.C del distrito de Santiago ...","Condori Muñiz, Yaquelin; Maraza Humpire, Raquell Sheyla",2020,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1057/Condori%20Muniz%3b%20Yaquelin%3b%20Maraza%20Humpire%2c%20Raquell%20Sheyla.pdf
546,autonoma,contabilidad,"Control de remuneraciones y su incidencia en el pago de beneficios sociales a los trabajadores de la institución educativa privada Prolog S.A.C. del distrito de Villa María del Triunfo, Lima – 2019",La presente investigación tuvo como objetivo general determinar de qué manera el control de remuneraciones incide en el pago de beneficios sociales a los trabajadores de la Institución Educativa Privada Prolog S.A.C del ...,"Moreno Huachallanque, Angela Bertha; Guzmán Altamirano, Julia Lehylany",2021,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1512/Moreno%2c%20Angela%20y%20Guzm%c3%a1n%2c%20Julia.pdf
547,autonoma,contabilidad,Incidencia de un sistema de inventarios en el control de existencias de una empresa de fabricación de productos de plásticos en Villa El Salvador – 2020,"El trabajo realizado se basó en la incidencia que tendría un sistema de inventarios en el control de existencias en una empresa de fabricación de productos de plásticos en el distrito de Villa El Salvador en el año 2020, ...","Francia Cruces, Brandon Alfredo; Rafael Luque, Roxana",2021,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1516/Francia%2c%20Brandon%20y%20Rafael%2c%20Roxana.pdf
548,autonoma,contabilidad,Auditoría financiera y el control interno de inventarios en la empresa farmacéutica GR Farmanova S.A.C. del distrito de Villa El Salvador – 2019,La presente investigación se desarrolló con el objetivo principal de determinar la relación entre la auditoría financiera y el control interno de inventarios en la empresa farmacéutica GR Farmanova S.A.C. en el distrito ...,"Gonzales Perez, Asshly Yaritza; Rivera Poma, Susan Anabel",2021,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1480/Gonzales%20Perez%2c%20Asshly%20Yaritza%20y%20Rivera%20Poma%2c%20Susan%20Anabel.pdf
549,autonoma,contabilidad,Control de inventarios y su relación con el costo de producción en la empresa Inrepacsi S.A.C. del distrito de Lurín - 2019,El presente trabajo de investigación tuvo como objetivo principal determinar la relación que existe entre el control de inventarios y el costo de producción en la empresa Inrepacsi S.A.C. del distrito de Lurín - 2019. El ...,"Calero Sánchez, María Omayra",2021,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1465/Calero%20Sanchez%2c%20Maria%20Omayra.pdf
550,autonoma,contabilidad,"La gestión de tesorería y su relación con la liquidez en un instituto privado de Lima Metropolitana, periodo 2019",La presente investigación se desarrolló con el objetivo de determinar la relación que existe entre la gestión de tesorería y la liquidez de un instituto privado de Lima Metropolitana en el año 2019. La situación problemática ...,"Liza Quispe, Angelo Daniel; Mego Herrada, Brayam Ymber",2021,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1464/Liza%20Quispe%2c%20Angelo%20Daniel%20y%20Mego%20Herrada%2c%20Brayam%20Ymber.pdf
551,autonoma,contabilidad,"Los ingresos ordinarios y su relación en la determinación del impuesto a la renta en una empresa prestadora de servicios del distrito de Santiago de Surco, año 2019","En el presente trabajo de investigación se estableció que el problema principal consiste en el reconocimiento de ingresos de manera errada, debido a que no se realiza el pago adecuado del Impuesto a la Renta, por ello se ...","Ccopa Chipana, Diana Magaly; Caman Conde, Rubi Lorena",2021,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1501/Ccopa%20Chipana%2c%20Diana%20Magaly%20y%20Caman%20Conde%2c%20Rubi%20Lorena.pdf
